旅游团介绍,旅游团名,小分类,小分类url,旅游团价格,旅游团网页
"
                                            指定航班航班直飞延安！临潼免费升级一餐价值68元人的---六国宴！                                        ",【惠游陕西 双飞4天】直飞延安：陕西西安 革命圣地延安 黄河壶口瀑布 兵马俑 汉城湖 黄帝陵 临潼博物馆 仿古步行街 贵宾团,壶口瀑布,http://www.jinmalvyou.com/search/index/keyword/%E5%A3%B6%E5%8F%A3%E7%80%91%E5%B8%83 ,3299元,http://www.jinmalvyou.com/travel/show?good_id=39602
"
                                            指定黄金航班往返，山西+陕西联游，金马金牌产品，品质出游！0购物. 0自费！65周岁以上享受长者价！                                        ",3月自营【古韵双西：陕西+山西 纯玩双飞5天 0购物】古都西安 兵马俑 西岳华山 黄帝陵 青龙寺-赏樱花 钟鼓楼广场 汉城湖 山西运城 黄河壶口瀑布-桃花汛 关帝庙【贵宾团】,壶口瀑布,http://www.jinmalvyou.com/search/index/keyword/%E5%A3%B6%E5%8F%A3%E7%80%91%E5%B8%83 ,2999元,http://www.jinmalvyou.com/travel/show?good_id=31984
"
                                            广州直飞池州，两小时车程抵黄山山脚，一晚入住黄山山顶观大美日出，每人赠送徽州顶市酥，讨新春好彩头！                                        ",春节【约惠黄山 纯玩双飞3天】黄山拍日出 夜宿山顶 黄山迎客松&飞来石 画里乡村宏村 赠送小礼徽州顶市酥,安徽,http://www.jinmalvyou.com/search/index/keyword/%E5%AE%89%E5%BE%BD ,2149元,http://www.jinmalvyou.com/travel/show?good_id=39570
"
                                            我们承诺此线路纯玩0购物，舒心畅游江南美景，别样全新过大年，欢欢乐乐游江南！                                        ",春节立减100【新年登高峰·魅力黄山 纯玩双飞6天高级团】2天深度游安徽黄山 上海新春庙会 中华艺术宫 杭州西湖 品菇菌宴 夜宿山上觅春景,安徽,http://www.jinmalvyou.com/search/index/keyword/%E5%AE%89%E5%BE%BD ,3499元,http://www.jinmalvyou.com/travel/show?good_id=39460
"
                                            高铁天天出发，全程纯玩无购物，安排2晚市区豪华酒店，特别安排黄山山上住一晚！                                        ",寒假天天出发【大美黄山 高铁四天】安徽黄山仙境 黟县宏村 古村西递  宋代老街 徽韵,安徽,http://www.jinmalvyou.com/search/index/keyword/%E5%AE%89%E5%BE%BD ,2699元,http://www.jinmalvyou.com/travel/show?good_id=16247
"
                                            一次游安徽两大名山，登黄山观黄山四绝，登九华山为家人祈福！                                        ",春节【黄山+九华山联游 纯玩4天·直飞池州】黄山日出 太平湖 游莲花佛国九华山 直达山顶轻松上山 赠送特色小吃顶市酥 2晚夜宿山上,安徽,http://www.jinmalvyou.com/search/index/keyword/%E5%AE%89%E5%BE%BD ,3199元,http://www.jinmalvyou.com/travel/show?good_id=39568
"
                                            九华山新年祈福，登黄山之巅观新年曙光，逛黎阳IN巷体验徽州民俗！一晚黄山山上独卫，一晚九华山上民宿，升级一晚黄山市区酒店！                                        ",春节【九华山+黄山 纯玩双飞六天】莲花佛国九华山祈福 冬日大美黄山日出 黎阳in巷新年迎春 船游新安江 陶渊明故居守拙园 2晚夜宿山上,安徽,http://www.jinmalvyou.com/search/index/keyword/%E5%AE%89%E5%BE%BD ,2749元,http://www.jinmalvyou.com/travel/show?good_id=40172
"
                                            特别安排：放烟花、打炮竹，篁岭体验包艾果，祈福迎春，感受浓浓的年味；美食体验：婺源特色农家宴；屯溪徽州农家宴！                                        ",春节【黄山江西联游 单飞单高纯玩四天】冬日黄山 婺源篁岭 体验包艾果 屯溪宋朝老街 南昌八一广场,安徽,http://www.jinmalvyou.com/search/index/keyword/%E5%AE%89%E5%BE%BD ,1999元,http://www.jinmalvyou.com/travel/show?good_id=35507
"
                                            夜宿黄山山顶，朝夕之间赏黄山之银装素裹，日出与日落；漫赏古村风貌，感受山林野趣；游览徽州首家茶文化博物馆——谢裕大博物馆！                                        ",寒假立减100【直飞黄山·品味徽州 纯玩双飞4天】黄山冬景 赏日出&迎客松 夜宿宏村主题客栈 新安江滨水旅游区 南屏古村 品徽州特色菌菇宴 徽式双古街,安徽,http://www.jinmalvyou.com/search/index/keyword/%E5%AE%89%E5%BE%BD ,2299元,http://www.jinmalvyou.com/travel/show?good_id=39789
"
                                            畅游两大世界自然遗产——黄山、庐山；升级一晚南昌超豪华酒店！                                         ",春节【江西庐山+安徽黄山 高铁5天纯玩】最美乡村婺源篁岭 瓷都景德镇 南昌滕王阁 梦里老家•演艺小镇带你穿越古今 石钟山 升级一晚南昌超豪华酒店,安徽,http://www.jinmalvyou.com/search/index/keyword/%E5%AE%89%E5%BE%BD ,3599元,http://www.jinmalvyou.com/travel/show?good_id=30618
"
                                            奇松、怪石、云海、日出，一次打卡“黄山四绝”！                                        ",春节【步步高升·大美黄山 纯玩双飞六天】登顶黄山观日出 南屏古村过大年 枕水人家乌镇 杭州西湖 上海外滩 逛新年庙会 夜宿黄山,安徽,http://www.jinmalvyou.com/search/index/keyword/%E5%AE%89%E5%BE%BD ,3649元,http://www.jinmalvyou.com/travel/show?good_id=39630
"
                                            1晚入住齐云山下精品客栈，1晚黄山山顶观大美日出，深度体验“登黄山天下无山”的壮丽；南屏古村过大年，古徽州传统过年气氛！优秀导游上团，纯玩不进购物店！                                        ",春节【直飞黄山&做客徽州 纯玩双飞4天】夜宿黄山观日出 徽派宏村 南屏古村过大年 品味迎春宴 屯溪老街 1晚入住齐云山精品文化客栈,安徽,http://www.jinmalvyou.com/search/index/keyword/%E5%AE%89%E5%BE%BD ,2999元,http://www.jinmalvyou.com/travel/show?good_id=20049
"
                                            特别安排一晚入住黄山山上，更充沛时间欣赏品味黃山之奇、黃山之美，观看黄山美丽日出，山下入住三晚超豪华酒店！                                        ",【千山婺景●徽浙赣联游 纯玩双飞5天】夜宿安徽黄山 船游长江后花园浙江千岛湖 屯溪双古街 江西婺源篁岭 瓷都景德镇,安徽,http://www.jinmalvyou.com/search/index/keyword/%E5%AE%89%E5%BE%BD ,2249元,http://www.jinmalvyou.com/travel/show?good_id=38617
"
                                            夜宿黄山山顶，朝夕之间赏黄山之银装素裹，日出与日落，深入徽州千年古村落，近距离观赏明清古建筑，特别安排体验民风习俗早茶“锡格子茶”！                                        ",寒假【“徽”常好玩 纯玩双飞6天】九华山+黄山 冬日黄山 徽式风情老街 画里宏村 南屏古村 菌菇养身大餐 2晚超豪华酒店,九华山,http://www.jinmalvyou.com/search/index/keyword/%E4%B9%9D%E5%8D%8E%E5%B1%B1 ,2699元,http://www.jinmalvyou.com/travel/show?good_id=38245
"
                                            一次游安徽两大名山，登黄山观黄山四绝，登九华山为家人祈福！                                        ",春节【黄山+九华山联游 纯玩4天·直飞池州】黄山日出 太平湖 游莲花佛国九华山 直达山顶轻松上山 赠送特色小吃顶市酥 2晚夜宿山上,九华山,http://www.jinmalvyou.com/search/index/keyword/%E4%B9%9D%E5%8D%8E%E5%B1%B1 ,3199元,http://www.jinmalvyou.com/travel/show?good_id=39568
"
                                            九华山新年祈福，登黄山之巅观新年曙光，逛黎阳IN巷体验徽州民俗！一晚黄山山上独卫，一晚九华山上民宿，升级一晚黄山市区酒店！                                        ",春节【九华山+黄山 纯玩双飞六天】莲花佛国九华山祈福 冬日大美黄山日出 黎阳in巷新年迎春 船游新安江 陶渊明故居守拙园 2晚夜宿山上,九华山,http://www.jinmalvyou.com/search/index/keyword/%E4%B9%9D%E5%8D%8E%E5%B1%B1 ,2749元,http://www.jinmalvyou.com/travel/show?good_id=40172
"
                                            广州直飞池州，距离九华山只需40分钟，两晚入住九华山山顶酒店，听晨钟暮鼓，梵音阵阵，感受莲花佛国的宁静夜晚，让身心短暂回归平静！                                        ",春节【直飞九华山 双飞三天纯玩】四大佛教名山九华山 肉身宝殿 化城寺 百岁宫 天台景区,九华山,http://www.jinmalvyou.com/search/index/keyword/%E4%B9%9D%E5%8D%8E%E5%B1%B1 ,2099元,http://www.jinmalvyou.com/travel/show?good_id=1983
"
                                            全程优选豪华酒店，特别安排体验特色豪华客栈，优选南航商务航班！亲临佛教圣地，品尝传统佛教素斋，感受佛教文化，祈福平安、幸福                                        ",寒假￥1699秒杀【印象山西 抵玩之选 双飞6天】山西太原 世遗平遥古城 佛教名山五台山 黄河壶口瀑布 山西博物馆,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,1699元,http://www.jinmalvyou.com/travel/show?good_id=38952
"
                                            全程18大亲子体验活动，给您全家一个难忘的春节！佛教圣地五台山新年祈福，壶口瀑布感受黄河文化，平遥古城了解晋商文化，生态云丘山体验农耕民俗文化！                                        ",春节【“晋”情过大年 双飞六天超贵团】升级超豪华酒店.品特色美食：山西 五台山祈福 平遥古城 常家庄园 云丘山 壶口瀑布,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,3699元,http://www.jinmalvyou.com/travel/show?good_id=39736
"
                                            两省精华景点，一次旅行尽览“西京长安、东京洛阳、商城郑州、宋城开封”！全程升级四晚豪华酒店！                                        ",春节【西安过大年 单飞单高5天贵宾团】古都西安 大慈恩寺祈福 兵马俑 华山 郑州 龙门石窟 嵩山少林寺 宋城开封 大唐不夜城新春灯会（品宫廷宴.玩滑雪）,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,4399元,http://www.jinmalvyou.com/travel/show?good_id=19586
"
                                            大同古城墙点赞网红地，徜徉在灯的长河，光的海洋，古城墙上灯光璀璨，火树银花庆古都！平遥古城精赞升级1晚豪华民俗客栈，太原升级1晚超豪华酒店。                                        ",春节自营【迎新春.福游山西 双飞五天超贵团】山西 五台山祈福 平遥古城 云冈石窟 常家庄园 龙城滑雪 悬空寺（升级超豪华酒店.品美食）,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,3499元,http://www.jinmalvyou.com/travel/show?good_id=20169
"
                                            全程入住豪华酒店，体验一晚平遥民俗客栈，享受襄汾荷花园温泉酒店，38个室内外养生泡池，尊享温泉SPA！                                        ",【冬游山西 双飞五天纯玩.贵宾团】太原 壶口观冰瀑 荷花园温泉 五台山 平遥古城 常家庄园（滑雪+温泉+五台山祈福）,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,2299元,http://www.jinmalvyou.com/travel/show?good_id=19336
"
                                            全程入住豪华酒店，体验一晚平遥民俗客栈，享受襄汾荷花园温泉酒店，38个室内外养生泡池，尊享温泉SPA！                                        ",寒假主推【全景山西 双飞6天纯玩贵宾团】太原 常家庄园 平遥古城 五台山祈福 黄河壶口瀑布赏冰瀑 悬空寺 大同,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,2299元,http://www.jinmalvyou.com/travel/show?good_id=21945
"
                                            中原古都是一个很有年味的地方！逛庙会、品美食、寺庙新春祈福、西安滑雪、华山赏雪、阖家欢乐，老少皆宜！                                        ",春节自营【西安中国年·玩滑雪 单飞单高5天】逛庙会+看花灯+品宫廷宴: 古都西安 大慈恩寺祈福 兵马俑 西岳华山 郑州 龙门石窟 嵩山少林寺 宋城开封 大唐不夜城新春灯会,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,4399元,http://www.jinmalvyou.com/travel/show?good_id=39554
"
                                            指定航班直飞延安，陕西品美食，看花灯，赏美景，逛庙会，回味传统年俗，临潼免费升级一餐价值88元人的---鸿门宴！                                        ","春节【大美陕西 双飞4天贵宾团·直飞延安】陕西西安 革命圣地延安 黄河壶口瀑布冰瀑 兵马俑 汉城湖新春庙会 临潼博物馆 仿古步行街 品""喜福宴""",中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,2899元,http://www.jinmalvyou.com/travel/show?good_id=39694
"
                                            两省精华景点：逐鹿中原、寻味开封、石窟文化、华山论剑、秦俑兵阵、永兴美食！全程豪华标准酒店，舒适出行！                                        ",【全景中原·秦豫臻品 纯玩双飞5天】郑州进西安出 不走回头路：陕西西安 钟鼓楼 兵马俑 西岳华山 河南洛阳 龙门石窟 嵩山少林寺 西安城墙 永兴坊,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,4199元,http://www.jinmalvyou.com/travel/show?good_id=40199
"
                                            西安人气最旺的网红滑雪场——西安白鹿原滑雪场，让您体验滑雪乐趣！全程入住4晚豪华酒店，舒适出行！                                        ",1月【品质中原·滑雪体验 双飞5天】陕西西安 兵马俑 西岳华山 白鹿原滑雪 河南郑州 龙门石窟 嵩山少林寺 宋城开封【贵宾团】,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,3999元,http://www.jinmalvyou.com/travel/show?good_id=39244
"
                                            ""复活“传统年味，春节家庭出游，司徒小镇打铁花，带您感受亿万花火划过夜空的绚烂与震撼看不一样烟花！                                        ",春节亲子【年味山西·秒铁生花 双飞6天】山西平遥古城民俗社火节 黄河壶口冰瀑 太行山通天峡冰雪欢乐世界 挂壁公路 千年绝技打铁花秀 皇城相府 云丘山窑洞民俗年韵,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,3899元,http://www.jinmalvyou.com/travel/show?good_id=40299
"
                                            西安中原过大年，逛庙会、品美食、寺庙新春祈福、西安滑雪、华山赏雪、阖家欢，老少皆宜！                                        ",春节【阖家欢.西安中原过大年 纯玩双飞5天】古都西安滑雪 大慈恩寺祈福 兵马俑  西岳华山 郑州 龙门石窟 嵩山少林寺 宋城开封 大唐不夜城新春灯会,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,3199元,http://www.jinmalvyou.com/travel/show?good_id=39689
"
                                            西安最具“年味”的汉城湖新春庙会，穿汉服，行汉礼，拜孔子，迎财神！体验北方包饺子过大年，品尝西安特色餐—喜福宴！                                        ",春节【陕西全景 古都过大年 双飞5天】古都西安 革命圣地延安 黄帝陵轩辕庙 黄河壶口冰瀑 汉城湖新春庙会 兵马俑 西岳华山 北院门仿古步行街,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,4699元,http://www.jinmalvyou.com/travel/show?good_id=20852
"
                                            三月正是壶口一带山桃野杏开花的季节，观之赏心悦目，闻之清新扑鼻。全程优选豪华酒店，体验特色豪华客栈，优选南航商务航班，无需早起烦恼！                                        ",自组主推【晋善晋美 双飞六天纯玩贵宾团】指定航班.优选酒店.山西临汾 黄河壶口瀑布 平遥古城 太行山 通天峡 挂壁公路,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,1999元,http://www.jinmalvyou.com/travel/show?good_id=27473
"
                                            奇遇油画般的太行山美景、筑路传奇太行山挂壁公路；山西面食、平遥小吃、郭亮村农家菜、大阳古镇千种美食百种美味，欲罢不能！                                        ",【行摄晋豫·奇遇太行 双飞6天】太行山郭亮村绝壁长廊挂壁公路 万仙山南坪丹分沟 皇城相府 平遥古城 晋城打铁花 常家庄园（0自费0购物+南航往返）,中原,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%AD%E5%8E%9F ,2899元,http://www.jinmalvyou.com/travel/show?good_id=40279
"
                                            广州直飞池州，两小时车程抵黄山山脚，一晚入住黄山山顶观大美日出，每人赠送徽州顶市酥，讨新春好彩头！                                        ",春节【约惠黄山 纯玩双飞3天】黄山拍日出 夜宿山顶 黄山迎客松&飞来石 画里乡村宏村 赠送小礼徽州顶市酥,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,2149元,http://www.jinmalvyou.com/travel/show?good_id=39570
"
                                            我们承诺此线路纯玩0购物，舒心畅游江南美景，别样全新过大年，欢欢乐乐游江南！                                        ",春节立减100【新年登高峰·魅力黄山 纯玩双飞6天高级团】2天深度游安徽黄山 上海新春庙会 中华艺术宫 杭州西湖 品菇菌宴 夜宿山上觅春景,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,3499元,http://www.jinmalvyou.com/travel/show?good_id=39460
"
                                            广州直飞黄山机场，黄山山顶足足游览两整天，一晚入住齐云山下特色精品客栈，一晚黄山山顶观大美日出，深度体验“登黄山天下无山”的壮丽！                                        ",【直飞黄山 纯玩双飞四天】黄山登顶拍日出 迎客松飞来石 北海景区 道教名山齐云山 画里宏村 升级一晚齐云山精品文化客栈,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,2299元,http://www.jinmalvyou.com/travel/show?good_id=16837
"
                                            夜宿黄山山顶，朝夕之间赏黄山之银装素裹，日出与日落，深入徽州千年古村落，近距离观赏明清古建筑，特别安排体验民风习俗早茶“锡格子茶”！                                        ",寒假【“徽”常好玩 纯玩双飞6天】九华山+黄山 冬日黄山 徽式风情老街 画里宏村 南屏古村 菌菇养身大餐 2晚超豪华酒店,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,2699元,http://www.jinmalvyou.com/travel/show?good_id=38245
"
                                            高铁天天出发，全程纯玩无购物，安排2晚市区豪华酒店，特别安排黄山山上住一晚！                                        ",寒假天天出发【大美黄山 高铁四天】安徽黄山仙境 黟县宏村 古村西递  宋代老街 徽韵,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,2699元,http://www.jinmalvyou.com/travel/show?good_id=16247
"
                                            一次游安徽两大名山，登黄山观黄山四绝，登九华山为家人祈福！                                        ",春节【黄山+九华山联游 纯玩4天·直飞池州】黄山日出 太平湖 游莲花佛国九华山 直达山顶轻松上山 赠送特色小吃顶市酥 2晚夜宿山上,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,3199元,http://www.jinmalvyou.com/travel/show?good_id=39568
"
                                            九华山新年祈福，登黄山之巅观新年曙光，逛黎阳IN巷体验徽州民俗！一晚黄山山上独卫，一晚九华山上民宿，升级一晚黄山市区酒店！                                        ",春节【九华山+黄山 纯玩双飞六天】莲花佛国九华山祈福 冬日大美黄山日出 黎阳in巷新年迎春 船游新安江 陶渊明故居守拙园 2晚夜宿山上,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,2749元,http://www.jinmalvyou.com/travel/show?good_id=40172
"
                                            特别安排：放烟花、打炮竹，篁岭体验包艾果，祈福迎春，感受浓浓的年味；美食体验：婺源特色农家宴；屯溪徽州农家宴！                                        ",春节【黄山江西联游 单飞单高纯玩四天】冬日黄山 婺源篁岭 体验包艾果 屯溪宋朝老街 南昌八一广场,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,1999元,http://www.jinmalvyou.com/travel/show?good_id=35507
"
                                            夜宿黄山山顶，朝夕之间赏黄山之银装素裹，日出与日落；漫赏古村风貌，感受山林野趣；游览徽州首家茶文化博物馆——谢裕大博物馆！                                        ",寒假立减100【直飞黄山·品味徽州 纯玩双飞4天】黄山冬景 赏日出&迎客松 夜宿宏村主题客栈 新安江滨水旅游区 南屏古村 品徽州特色菌菇宴 徽式双古街,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,2299元,http://www.jinmalvyou.com/travel/show?good_id=39789
"
                                            畅游两大世界自然遗产——黄山、庐山；升级一晚南昌超豪华酒店！                                         ",春节【江西庐山+安徽黄山 高铁5天纯玩】最美乡村婺源篁岭 瓷都景德镇 南昌滕王阁 梦里老家•演艺小镇带你穿越古今 石钟山 升级一晚南昌超豪华酒店,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,3599元,http://www.jinmalvyou.com/travel/show?good_id=30618
"
                                            奇松、怪石、云海、日出，一次打卡“黄山四绝”！                                        ",春节【步步高升·大美黄山 纯玩双飞六天】登顶黄山观日出 南屏古村过大年 枕水人家乌镇 杭州西湖 上海外滩 逛新年庙会 夜宿黄山,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,3649元,http://www.jinmalvyou.com/travel/show?good_id=39630
"
                                            1晚入住齐云山下精品客栈，1晚黄山山顶观大美日出，深度体验“登黄山天下无山”的壮丽；南屏古村过大年，古徽州传统过年气氛！优秀导游上团，纯玩不进购物店！                                        ",春节【直飞黄山&做客徽州 纯玩双飞4天】夜宿黄山观日出 徽派宏村 南屏古村过大年 品味迎春宴 屯溪老街 1晚入住齐云山精品文化客栈,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,2999元,http://www.jinmalvyou.com/travel/show?good_id=20049
"
                                            特别安排一晚入住黄山山上，更充沛时间欣赏品味黃山之奇、黃山之美，观看黄山美丽日出，山下入住三晚超豪华酒店！                                        ",【千山婺景●徽浙赣联游 纯玩双飞5天】夜宿安徽黄山 船游长江后花园浙江千岛湖 屯溪双古街 江西婺源篁岭 瓷都景德镇,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,2249元,http://www.jinmalvyou.com/travel/show?good_id=38617
"
                                            特别安排一晚入住黄山山上，更充沛时间欣赏品味黃山之奇、黃山之美，观看黄山美丽日出！                                        ",【行摄深冬&黄山婺源联游  纯玩双飞4天】赏·唯美冬景黄山 逛·千年瓷都景德镇 婺源篁岭 品·婺源特色农家宴&屯溪徽州农家宴,黄山,http://www.jinmalvyou.com/search/index/keyword/%E9%BB%84%E5%B1%B1 ,1799元,http://www.jinmalvyou.com/travel/show?good_id=38616
"
                                            全程安排4钻酒店，一晚温泉度假村（浸泡温泉），品尝婺源农家宴、三清山生态宴                                        ",寒假自营【纯享赣北 纯玩单高单飞五天】江西庐山三叠泉 道教三清山 龙虎山 婺源篁岭 九江浔阳楼 景德镇 一晚浸泡温泉 全程4钻酒店,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,2099元,http://www.jinmalvyou.com/travel/show?good_id=40634
"
                                            江西第一个世界自然遗产三清山，“奇峰怪石、古树名花、流泉飞瀑、云海雾涛”并称四绝！美食体验三清山生态宴！                                        ",【特惠江西 双飞四天】仙境三清山 庐山三叠泉 婺源篁岭 直飞景德镇（协议）,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,1399元,http://www.jinmalvyou.com/travel/show?good_id=27230
"
                                            金马自营，拒绝多社散拼，全程纯玩0加点！全程入住当地豪华酒店；凡报名者当地赠送一张中国福利彩票&春节礼包一份，祝你新年行大运！                                        ",春节立减200【江西过大年 纯玩高铁4天】江西三清山 年味婺源江湾 非遗文化傩舞表演 DIY特色小吃 南昌滕王阁 景德镇皇窑 农家特色餐 赠新春礼包,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,2599元,http://www.jinmalvyou.com/travel/show?good_id=38834
"
                                            美景安排：读徽商文化，解析徽派建筑—婺源，景德镇赏千年陶瓷文化！升级2晚豪华酒店，品尝婺源农家餐、庐山三石宴！                                        ",寒假【约惠江西 单高单飞四天纯玩】仙境三清山 秀丽庐山 婺源篁岭 瓷都景德镇 全程入住豪华酒店,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,2199元,http://www.jinmalvyou.com/travel/show?good_id=20578
"
                                            全程入住当地豪华酒店；品尝婺源农家宴、三清山生态宴；细化接待安排，导游服务贴心细致，保证游览时间，省心省力！                                        ",春节立减100【全景江西 纯玩高铁5天】探秘三清山 冬景庐山 婺源篁岭 瓷都景德镇 南昌八一广场 ,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,2399元,http://www.jinmalvyou.com/travel/show?good_id=38618
"
                                            特别安排篁岭——新缆车、新景象，带您360度高空俯瞰婺源篁岭晒秋人家，亲身体验晒秋文化，性价比值更高；                                        ",春节立减【秀美三庐 纯玩高铁5天】江西庐山+仙境三清山 婺源晒秋 景德镇皇窑 夜宿庐山山上 南昌滕王阁 品三清山生态宴 贴心已含庐山环保车+篁岭缆车轻松游玩,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,2599元,http://www.jinmalvyou.com/travel/show?good_id=36394
"
                                            放烟花、打炮竹，篁岭体验包艾果，祈福迎春，感受浓浓的年味！美食体验：婺源农家餐、三清山生态宴，升级2晚当地豪华酒店！                                        ",春节【爬高峰·包艾果·贺新年 纯玩单飞单高四天】江西仙境三清山 九江浔阳楼 庐山三叠泉 婺源篁岭 2晚豪华酒店 不走回头路,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,1899元,http://www.jinmalvyou.com/travel/show?good_id=40207
"
                                            春节活动：篁岭众屋门口踩高跷，晒工坊座玉米果，怡心楼做汽糕、创意晒秋（晒金猪图案）。全程入住豪华酒店，九江升级一晚超豪华酒店                                        ",春节立减【山水传奇 金猪晒秋 纯玩高铁五天】江西世遗龙虎山+三清山 庐山秀峰 婺源篁岭 瓷都景德镇 九江浔阳楼 景德镇瓷器宴 赠送新春礼包 全程精选豪华酒店,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,2349元,http://www.jinmalvyou.com/travel/show?good_id=40183
"
                                            带您360度高空俯瞰婺源梯田，纯玩0购物，全程入住当地豪华酒店，九江升级一晚超豪华酒店！                                        ",寒假【山水传奇 龙虎山+三清山 纯玩高铁5天】庐山秀峰 婺源篁岭 瓷都景德镇 九江浔阳楼 景德镇瓷器宴 全程精选豪华酒店,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,2199元,http://www.jinmalvyou.com/travel/show?good_id=39558
"
                                            全程纯玩不加点，贴心含庐山环保观光车+篁岭往返缆车，轻松出游无压力。                                        ",春节立减【祈福·制陶·年味江西 纯玩高铁5天】道教三清山 夜宿庐山 东林大佛祈福 婺源篁岭晒秋 巧手做小吃 南昌滕王阁 景德镇DIY陶瓷 品味3大特色餐,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,3499元,http://www.jinmalvyou.com/travel/show?good_id=40160
"
                                            当地赠送每人5斤装正宗赣南脐橙！南昌豪华酒店，毗邻宵夜美食街；婺源入住豪华酒店；三清山脚升级一晚超豪华酒店                                        ",春节立减【畅游三清 纯玩高铁四天】江西仙境三清山 婺源篁岭晒秋（含缆车） 景德镇 英雄城南昌 滕王阁 全程豪华酒店 每人5斤正宗赣南脐橙,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,2449元,http://www.jinmalvyou.com/travel/show?good_id=38601
"
                                            美景安排：读徽商文化，解析徽派建筑—婺源，景德镇赏千年陶瓷文化！三清山-江西第一个世界自然遗产，“奇峰怪石、古树名花、流泉飞瀑、云海雾涛”并称四绝                                        ",寒假【超值游三清 单高单飞四天】江西仙境三清山 庐山三叠泉 婺源篁岭 安排2晚豪华酒店 不走回头路（协议）,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,1599元,http://www.jinmalvyou.com/travel/show?good_id=27229
"
                                            全程入住豪华酒店；龙虎山赏丹霞地貌，品尝婺源农家宴、三清山生态宴！                                        ",寒假【诗画江西 纯玩高铁4天】庐山三叠泉瀑布 醉美乡村婺源 仙境三清山 丹山碧水龙虎山（全程豪华酒店）,三清山,http://www.jinmalvyou.com/search/index/keyword/%E4%B8%89%E6%B8%85%E5%B1%B1 ,2099元,http://www.jinmalvyou.com/travel/show?good_id=41516
